Column,Mean,Std Dev,Shapiro-Wilk p,Z-stat,P-value,Effect Size,Power (1-β),Mann-Whitney U p,95% CI Lower,95% CI Upper
GBN002_lines_vs_average,1.59132,0.730803,0.001822,15.39721,0.0,2.177494,1.0,,1.388755,1.793885
GBN003_activities,26.2,11.230425,0.001214,16.496435,0.0,2.332948,1.0,,23.087142,29.312858
GBN003_decisions,5.04,3.244839,0.000108,10.983036,0.0,1.553236,1.0,,4.140593,5.939407
GBN003_forks,0.58,0.784805,0.0,5.225784,0.0,0.739037,0.999454,,0.362467,0.797533
GBN003_swimlanes,2.38,6.417101,0.0,2.622546,0.008728,0.370884,0.746203,,0.601303,4.158697
GBN003_detaches,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0
GBN003_options,0.58,1.089655,0.0,3.76378,0.000167,0.532279,0.96437,,0.277969,0.882031
GBN003_edges,0.3,0.863075,0.0,2.457864,0.013977,0.347594,0.690728,,0.060772,0.539228
GBN003_notes,0.16,0.584144,0.0,1.9368,0.05277,0.273905,0.490809,,-0.001914,0.321914
GBN003_partitions,12.24,10.387512,0.001066,8.332108,0.0,1.178338,1.0,,9.360781,15.119219
GBN003_numberline,77.76,30.442693,6.1e-05,18.061682,0.0,2.554308,1.0,,69.321871,86.198129
GBN003_negative_score,-0.13202,0.388784,0.0,-2.401139,0.016344,-0.339572,0.670463,,-0.239784,-0.024257
GBN003_raw_score,128.4438,51.167645,0.000164,17.750178,0.0,2.510254,1.0,,114.261113,142.626487
GBN003_percentage_score,85.07,4.471737,0.443187,134.519491,0.0,19.023929,1.0,,83.830521,86.309479
GBN003_functional_complexity,50.25,21.171614,7.4e-05,16.782904,0.0,2.373461,1.0,,44.381636,56.118364
GBN003_organization_score,4.76,12.834202,0.0,2.622546,0.008728,0.370884,0.746203,,1.202606,8.317394
GBN003_structural_integrity,9.868,0.388939,0.0,179.404263,0.0,25.371594,1.0,,9.760194,9.975806
GBN003_decisions_activities_ratio,0.21318,0.170599,0.0,8.83599,0.0,1.249598,1.0,,0.165893,0.260467
GBN003_lines_vs_average,1.66726,0.65274,6.1e-05,18.061258,0.0,2.554248,1.0,,1.486333,1.848187
CLM001_activities,28.44,9.932753,0.000148,20.246266,0.0,2.863254,1.0,,25.686832,31.193168
CLM001_decisions,4.52,1.981959,0.08793,16.126075,0.0,2.280571,1.0,,3.970639,5.069361
CLM001_forks,1.62,0.666701,0.0,17.181818,0.0,2.429876,1.0,,1.435203,1.804797
CLM001_swimlanes,6.16,4.315894,0.000437,10.092412,0.0,1.427283,1.0,,4.963717,7.356283
CLM001_detaches,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0
CLM001_options,0.16,0.618095,0.0,1.830417,0.067188,0.25886,0.448538,,-0.011324,0.331324
CLM001_edges,1.02,3.060546,0.0,2.356602,0.018443,0.333274,0.654191,,0.171676,1.868324
CLM001_notes,6.78,3.726847,0.001557,12.863914,0.0,1.819232,1.0,,5.74699,7.81301
CLM001_partitions,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0
CLM001_numberline,78.54,20.567668,0.001579,27.001683,0.0,3.818615,1.0,,72.839038,84.240962
CLM001_negative_score,-0.031139,0.056733,0.0,-3.881117,0.000104,-0.548873,0.972644,,-0.046865,-0.015414
CLM001_raw_score,131.2838,41.424101,8.3e-05,22.410061,0.0,3.169261,1.0,,119.801836,142.765764
CLM001_percentage_score,85.93,3.273097,0.378799,185.63974,0.0,26.253424,1.0,,85.02276,86.83724
CLM001_functional_complexity,54.13,18.60404,0.00063,20.573859,0.0,2.909583,1.0,,48.973318,59.286682
CLM001_organization_score,12.32,8.631787,0.000437,10.092412,0.0,1.427283,1.0,,9.927435,14.712565
CLM001_structural_integrity,9.9688,0.0567,0.0,1243.217302,0.0,175.817477,1.0,,9.953084,9.984516
CLM001_decisions_activities_ratio,0.15952,0.056933,0.003213,19.812508,0.0,2.801912,1.0,,0.143739,0.175301
CLM001_lines_vs_average,1.684,0.441054,0.001569,26.998236,0.0,3.818127,1.0,,1.561748,1.806252
CLM051_activities,28.84,9.666606,0.007909,21.096298,0.0,2.983467,1.0,,26.160603,31.519397
CLM051_decisions,4.56,1.864381,0.026855,17.294781,0.0,2.445851,1.0,,4.043229,5.076771
CLM051_forks,1.72,0.783503,0.0,15.52289,0.0,2.195268,1.0,,1.502828,1.937172
CLM051_swimlanes,5.9,4.367085,0.016551,9.553124,0.0,1.351016,1.0,,4.689528,7.110472
CLM051_detaches,0.08,0.444467,0.0,1.272727,0.203115,0.179991,0.24658,,-0.043198,0.203198
CLM051_options,0.26,0.694292,0.0,2.647991,0.008097,0.374482,0.754284,,0.067556,0.452444
CLM051_edges,0.78,2.418382,0.0,2.280629,0.02257,0.32253,0.625779,,0.109671,1.450329
CLM051_notes,6.7,3.535534,5.9e-05,13.4,0.0,1.895046,1.0,,5.720018,7.679982
CLM051_partitions,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0
CLM051_numberline,79.12,19.601791,0.003951,28.541417,0.0,4.036366,1.0,,73.686761,84.553239
CLM051_negative_score,-0.042587,0.101972,0.0,-2.953096,0.003146,-0.417631,0.839678,,-0.070851,-0.014322
CLM051_raw_score,132.0694,39.283696,0.005657,23.7725,0.0,3.361939,1.0,,121.180715,142.958085
CLM051_percentage_score,85.908,3.523556,0.137199,172.400082,0.0,24.381053,1.0,,84.931338,86.884662
CLM051_functional_complexity,54.96,17.869379,0.007206,21.748148,0.0,3.075653,1.0,,50.006952,59.913048
CLM051_organization_score,11.8,8.734169,0.016551,9.553124,0.0,1.351016,1.0,,9.379056,14.220944
CLM051_structural_integrity,9.9574,0.102117,0.0,689.500673,0.0,97.51012,1.0,,9.929095,9.985705
CLM051_decisions_activities_ratio,0.15978,0.04442,0.098232,25.434977,0.0,3.597049,1.0,,0.147468,0.172092
CLM051_lines_vs_average,1.6964,0.420244,0.003926,28.543764,0.0,4.036698,1.0,,1.579916,1.812884
CLM091_activities,26.4,8.845615,0.118766,21.103812,0.0,2.98453,1.0,,23.948166,28.851834
CLM091_decisions,4.16,1.569609,0.03514,18.740741,0.0,2.650341,1.0,,3.724934,4.595066
CLM091_forks,1.8,0.832993,0.0,15.279744,0.0,2.160882,1.0,,1.56911,2.03089
CLM091_swimlanes,5.36,3.354923,0.069248,11.297106,0.0,1.597652,1.0,,4.43008,6.28992
CLM091_detaches,0.02,0.141421,0.0,1.0,0.317311,0.141421,0.170075,,-0.019199,0.059199
CLM091_options,0.24,0.715998,0.0,2.370197,0.017779,0.335196,0.65919,,0.041539,0.438461
CLM091_edges,0.72,2.17631,0.0,2.339358,0.019317,0.330835,0.647811,,0.116769,1.323231
CLM091_notes,6.16,2.999047,0.001643,14.523871,0.0,2.053985,1.0,,5.328722,6.991278
CLM091_partitions,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0
CLM091_numberline,74.34,17.748366,0.098078,29.617554,0.0,4.188555,1.0,,69.420494,79.259506
CLM091_negative_score,-0.230627,1.278223,0.0,-1.275817,0.20202,-0.180428,0.247548,,-0.584926,0.123672
CLM091_raw_score,121.4482,35.303387,0.037209,24.325384,0.0,3.440129,1.0,,111.66278,131.23362
CLM091_percentage_score,84.856,3.768406,0.378232,159.224504,0.0,22.517745,1.0,,83.81147,85.90053
CLM091_functional_complexity,50.62,16.274921,0.168845,21.993191,0.0,3.110307,1.0,,46.108905,55.131095
CLM091_organization_score,10.72,6.709847,0.069248,11.297106,0.0,1.597652,1.0,,8.86016,12.57984
CLM091_structural_integrity,9.7692,1.278572,0.0,54.027992,0.0,7.640712,1.0,,9.414804,10.123596
CLM091_decisions_activities_ratio,0.15906,0.050441,0.042235,22.297958,0.0,3.153407,1.0,,0.145079,0.173041
CLM091_lines_vs_average,1.59392,0.380546,0.098022,29.617221,0.0,4.188507,1.0,,1.48844,1.6994
CLM002_activities,28.96,10.333145,0.000186,19.8176,0.0,2.802632,1.0,,26.095851,31.824149
CLM002_decisions,4.6,2.050386,0.180907,15.863801,0.0,2.24348,1.0,,4.031673,5.168327
CLM002_forks,1.68,0.652781,0.0,18.198143,0.0,2.573606,1.0,,1.499062,1.860938
CLM002_swimlanes,5.88,4.163201,0.000193,9.986997,0.0,1.412375,1.0,,4.726041,7.033959
CLM002_detaches,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0
CLM002_options,0.26,0.777489,0.0,2.364634,0.018048,0.33441,0.657147,,0.044495,0.475505
CLM002_edges,1.04,3.057009,0.0,2.40559,0.016146,0.340202,0.672073,,0.192656,1.887344
CLM002_notes,6.92,3.968447,0.001169,12.330211,0.0,1.743755,1.0,,5.820023,8.019977
CLM002_partitions,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0
CLM002_numberline,79.66,20.860675,0.007011,27.002063,0.0,3.818668,1.0,,73.877822,85.442178
CLM002_negative_score,-0.031042,0.057423,0.0,-3.822447,0.000132,-0.540576,0.968732,,-0.046958,-0.015125
CLM002_raw_score,133.076,42.246485,0.000186,22.273792,0.0,3.14999,1.0,,121.366087,144.785913
CLM002_percentage_score,86.064,3.314025,0.373912,183.633029,0.0,25.969632,1.0,,85.145416,86.982584
CLM002_functional_complexity,55.16,19.221172,0.001132,20.292212,0.0,2.869752,1.0,,49.832261,60.487739
CLM002_organization_score,11.76,8.326403,0.000193,9.986997,0.0,1.412375,1.0,,9.452081,14.067919
CLM002_structural_integrity,9.969,0.057294,0.0,1230.337059,0.0,173.995935,1.0,,9.953119,9.984881
CLM002_decisions_activities_ratio,0.16006,0.060188,0.027322,18.804244,0.0,2.659322,1.0,,0.143377,0.176743
CLM002_lines_vs_average,1.70808,0.447313,0.006999,27.001105,0.0,3.818533,1.0,,1.584093,1.832067
CLM052_activities,28.52,10.523521,0.064793,19.16344,0.0,2.71012,1.0,,25.603082,31.436918
CLM052_decisions,4.52,1.929788,0.016269,16.56204,0.0,2.342226,1.0,,3.9851,5.0549
CLM052_forks,1.82,0.747513,2e-06,17.216216,0.0,2.434741,1.0,,1.612804,2.027196
CLM052_swimlanes,6.24,4.226061,0.047059,10.440801,0.0,1.476552,1.0,,5.068617,7.411383
CLM052_detaches,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0
CLM052_options,0.3,0.677631,0.0,3.130495,0.001745,0.442719,0.879107,,0.112174,0.487826
CLM052_edges,0.7,2.261027,0.0,2.189159,0.028585,0.309594,0.590658,,0.073287,1.326713
CLM052_notes,7.56,4.272169,0.008155,12.512911,0.0,1.769593,1.0,,6.375837,8.744163
CLM052_partitions,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0
CLM052_numberline,80.4,19.259771,0.081724,29.518204,0.0,4.174504,1.0,,75.061562,85.738438
CLM052_negative_score,-0.064363,0.147494,0.0,-3.085662,0.002031,-0.436378,0.869854,,-0.105246,-0.023481
CLM052_raw_score,132.7236,42.252115,0.095305,22.211849,0.0,3.14123,1.0,,121.012127,144.435073
CLM052_percentage_score,85.842,3.982825,0.097706,152.403037,0.0,21.553044,1.0,,84.738038,86.945962
CLM052_functional_complexity,54.55,19.40604,0.118828,19.876634,0.0,2.810981,1.0,,49.171019,59.928981
CLM052_organization_score,12.48,8.452122,0.047059,10.440801,0.0,1.476552,1.0,,10.137234,14.822766
CLM052_structural_integrity,9.9354,0.147416,0.0,476.569026,0.0,67.397038,1.0,,9.894539,9.976261
CLM052_decisions_activities_ratio,0.1609,0.05684,0.018588,20.016446,0.0,2.830753,1.0,,0.145145,0.176655
CLM052_lines_vs_average,1.72388,0.41298,0.081561,29.516347,0.0,4.174242,1.0,,1.60941,1.83835
CLM092_activities,26.48,7.915987,0.008695,23.653635,0.0,3.345129,1.0,,24.285841,28.674159
CLM092_decisions,4.02,1.834922,0.002228,15.491499,0.0,2.190829,1.0,,3.511395,4.528605
CLM092_forks,1.84,0.584144,0.0,22.273206,0.0,3.149907,1.0,,1.678086,2.001914
CLM092_swimlanes,4.76,3.479151,0.001983,9.674281,0.0,1.36815,1.0,,3.795646,5.724354
CLM092_detaches,0.04,0.282843,0.0,1.0,0.317311,0.141421,0.170075,,-0.038399,0.118399
CLM092_options,0.2,0.451754,0.0,3.130495,0.001745,0.442719,0.879107,,0.074782,0.325218
CLM092_edges,1.32,3.086772,0.0,3.023809,0.002496,0.427631,0.856301,,0.464406,2.175594
CLM092_notes,6.98,3.738875,0.008602,13.200778,0.0,1.866872,1.0,,5.943656,8.016344
CLM092_partitions,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0
CLM092_numberline,74.96,16.54673,0.152549,32.033352,0.0,4.5302,1.0,,70.373565,79.546435
CLM092_negative_score,-0.054013,0.094984,0.0,-4.021015,5.8e-05,-0.568657,0.980351,,-0.080341,-0.027685
CLM092_raw_score,121.562,31.071931,0.01707,27.663976,0.0,3.912277,1.0,,112.949459,130.174541
CLM092_percentage_score,85.158,3.112128,0.32971,193.487519,0.0,27.363267,1.0,,84.295378,86.020622
CLM092_functional_complexity,50.52,14.575616,0.117034,24.508765,0.0,3.466063,1.0,,46.47992,54.56008
CLM092_organization_score,9.52,6.958301,0.001983,9.674281,0.0,1.36815,1.0,,7.591293,11.448707
CLM092_structural_integrity,9.9462,0.094909,0.0,741.028462,0.0,104.79725,1.0,,9.919893,9.972507
CLM092_decisions_activities_ratio,0.15172,0.064378,0.000373,16.664333,0.0,2.356693,1.0,,0.133876,0.169564
CLM092_lines_vs_average,1.6073,0.35483,0.15265,32.030328,0.0,4.529772,1.0,,1.508948,1.705652
CLM003_activities,28.68,10.284603,0.000342,19.718624,0.0,2.788635,1.0,,25.829306,31.530694
CLM003_decisions,4.5,1.982062,0.100693,16.053887,0.0,2.270362,1.0,,3.95061,5.04939
CLM003_forks,1.68,0.683329,0.0,17.384584,0.0,2.458552,1.0,,1.490594,1.869406
CLM003_swimlanes,5.94,4.196257,7e-05,10.009431,0.0,1.415547,1.0,,4.776878,7.103122
CLM003_detaches,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0
CLM003_options,0.22,0.678835,0.0,2.291626,0.021927,0.324085,0.629938,,0.03184,0.40816
CLM003_edges,1.02,3.060546,0.0,2.356602,0.018443,0.333274,0.654191,,0.171676,1.868324
CLM003_notes,6.84,3.882772,0.00059,12.456591,0.0,1.761628,1.0,,5.76377,7.91623
CLM003_partitions,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0
CLM003_numberline,78.58,20.290834,0.028309,27.384015,0.0,3.872685,1.0,,72.955771,84.204229
CLM003_negative_score,-0.032625,0.059807,0.0,-3.8573,0.000115,-0.545505,0.971108,,-0.049202,-0.016048
CLM003_raw_score,131.7722,42.031729,0.000265,22.168257,0.0,3.135065,1.0,,120.121813,143.422587
CLM003_percentage_score,85.932,3.381187,0.591307,179.709382,0.0,25.414745,1.0,,84.9948,86.8692
CLM003_functional_complexity,54.54,19.105999,0.001584,20.185076,0.0,2.854601,1.0,,49.244185,59.835815
CLM003_organization_score,11.88,8.392514,7e-05,10.009431,0.0,1.415547,1.0,,9.553757,14.206243
CLM003_structural_integrity,9.9672,0.059763,0.0,1179.308053,0.0,166.779344,1.0,,9.950635,9.983765
CLM003_decisions_activities_ratio,0.15856,0.057856,0.049631,19.378843,0.0,2.740582,1.0,,0.142523,0.174597
CLM003_lines_vs_average,1.68488,0.435032,0.02821,27.386286,0.0,3.873006,1.0,,1.564298,1.805462
CLM053_activities,27.12,8.508435,0.189751,22.538499,0.0,3.187425,1.0,,24.761625,29.478375
CLM053_decisions,4.6,1.795686,0.001196,18.113915,0.0,2.561694,1.0,,4.10227,5.09773
CLM053_forks,1.68,0.586933,0.0,20.239795,0.0,2.862339,1.0,,1.517314,1.842686
CLM053_swimlanes,5.4,4.055734,0.013285,9.414761,0.0,1.331448,1.0,,4.275829,6.524171
CLM053_detaches,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0
CLM053_options,0.36,0.984782,0.0,2.584921,0.00974,0.365563,0.734003,,0.087037,0.632963
CLM053_edges,0.4,1.160577,0.0,2.437087,0.014806,0.344656,0.683368,,0.07831,0.72169
CLM053_notes,6.7,3.564279,7.7e-05,13.291934,0.0,1.879763,1.0,,5.712051,7.687949
CLM053_partitions,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0
CLM053_numberline,78.98,18.324167,0.441598,30.477398,0.0,4.310155,1.0,,73.900893,84.059107
CLM053_negative_score,-0.076292,0.167841,0.0,-3.214156,0.001308,-0.45455,0.895114,,-0.122815,-0.02977
CLM053_raw_score,125.6728,34.867488,0.115899,25.486232,0.0,3.604297,1.0,,116.008203,135.337397
CLM053_percentage_score,85.43,3.539587,0.066889,170.664371,0.0,24.135587,1.0,,84.448895,86.411105
CLM053_functional_complexity,52.4,15.659319,0.193228,23.661562,0.0,3.34625,1.0,,48.059538,56.740462
CLM053_organization_score,10.8,8.111468,0.013285,9.414761,0.0,1.331448,1.0,,8.551657,13.048343
CLM053_structural_integrity,9.9238,0.168182,0.0,417.23706,0.0,59.006231,1.0,,9.877183,9.970417
CLM053_decisions_activities_ratio,0.1727,0.05177,0.167999,23.588259,0.0,3.335884,1.0,,0.15835,0.18705
CLM053_lines_vs_average,1.69348,0.392961,0.442648,30.473022,0.0,4.309536,1.0,,1.584559,1.802401
CLM093_activities,27.16,7.70465,0.004889,24.926531,0.0,3.525144,1.0,,25.024419,29.295581
CLM093_decisions,4.32,1.931902,0.079152,15.811886,0.0,2.236138,1.0,,3.784514,4.855486
CLM093_forks,1.84,0.791795,3.6e-05,16.431994,0.0,2.323835,1.0,,1.62053,2.05947
CLM093_swimlanes,5.76,4.08861,0.003541,9.961661,0.0,1.408792,1.0,,4.626716,6.893284
CLM093_detaches,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0
CLM093_options,0.28,0.70102,0.0,2.824313,0.004738,0.399418,0.806303,,0.085691,0.474309
CLM093_edges,1.04,2.656989,0.0,2.767761,0.005644,0.39142,0.790397,,0.303534,1.776466
CLM093_notes,6.36,3.249867,0.032218,13.838104,0.0,1.957003,1.0,,5.4592,7.2608
CLM093_partitions,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0
CLM093_numberline,76.88,17.130519,0.139043,31.734221,0.0,4.487897,1.0,,72.13175,81.62825
CLM093_negative_score,-0.159854,0.609591,0.0,-1.854261,0.063702,-0.262232,0.457977,,-0.328821,0.009113
CLM093_raw_score,126.0998,34.001019,0.006056,26.224516,0.0,3.708707,1.0,,116.675372,135.524228
CLM093_percentage_score,85.52,3.181708,0.072923,190.060726,0.0,26.878646,1.0,,84.638092,86.401908
CLM093_functional_complexity,52.14,15.295738,0.043766,24.103805,0.0,3.408793,1.0,,47.900316,56.379684
CLM093_organization_score,11.52,8.177221,0.003541,9.961661,0.0,1.408792,1.0,,9.253432,13.786568
CLM093_structural_integrity,9.8398,0.609943,0.0,114.072762,0.0,16.132325,1.0,,9.670736,10.008864
CLM093_decisions_activities_ratio,0.15498,0.05205,0.007182,21.054411,0.0,2.977543,1.0,,0.140553,0.169407
CLM093_lines_vs_average,1.64842,0.367301,0.137899,31.734452,0.0,4.487929,1.0,,1.546611,1.750229
DPM001_activities,10.58,9.858364,3.2e-05,7.588672,0.0,1.0732,1.0,,7.847451,13.312549
DPM001_decisions,1.44,1.402039,4.1e-05,7.262519,0.0,1.027075,1.0,,1.051382,1.828618
DPM001_forks,1.16,0.584144,0.0,14.041804,0.0,1.985811,1.0,,0.998086,1.321914
DPM001_swimlanes,3.28,5.014428,0.0,4.625274,4e-06,0.654112,0.996154,,1.890097,4.669903
DPM001_detaches,0.1,0.303046,0.0,2.333333,0.019631,0.329983,0.645572,,0.016002,0.183998
DPM001_options,0.08,0.274048,0.0,2.064187,0.039,0.29192,0.541533,,0.004039,0.155961
DPM001_edges,9.12,12.201773,0.0,5.285145,0.0,0.747432,0.999558,,5.737903,12.502097
DPM001_notes,1.76,1.572208,0.0,7.915672,0.0,1.119445,1.0,,1.324214,2.195786
DPM001_partitions,0.54,0.994064,0.0,3.841178,0.000122,0.543225,0.970029,,0.264465,0.815535
DPM001_numberline,45.48,14.958773,0.620839,21.498565,0.0,3.040356,1.0,,41.333716,49.626284
DPM001_negative_score,-7.926723,9.91607,0.0,-5.652481,0.0,-0.799381,0.999889,,-10.675267,-5.178179
DPM001_raw_score,54.9796,37.793054,0.009417,10.286665,0.0,1.454754,1.0,,44.504092,65.455108
DPM001_percentage_score,58.978,25.053113,3.4e-05,16.646132,0.0,2.354119,1.0,,52.033759,65.922241
DPM001_functional_complexity,20.49,17.582021,0.000283,8.240588,0.0,1.165395,1.0,,15.616602,25.363398
DPM001_organization_score,6.56,10.028856,0.0,4.625274,4e-06,0.654112,0.996154,,3.780194,9.339806
DPM001_structural_integrity,5.9944,4.944139,0.0,8.573143,0.0,1.212425,1.0,,4.62398,7.36482
DPM001_decisions_activities_ratio,0.2127,0.519983,0.0,2.892434,0.003823,0.409052,0.824454,,0.068571,0.356829
DPM001_lines_vs_average,0.97514,0.320782,0.620887,21.495227,0.0,3.039884,1.0,,0.886225,1.064055
DPM051_activities,10.0,8.216459,9e-06,8.605979,0.0,1.217069,1.0,,7.722556,12.277444
DPM051_decisions,1.54,1.215713,0.000179,8.957246,0.0,1.266746,1.0,,1.203028,1.876972
DPM051_forks,1.12,0.627271,0.0,12.62547,0.0,1.785511,1.0,,0.946132,1.293868
DPM051_swimlanes,2.32,4.107932,0.0,3.993464,6.5e-05,0.564761,0.978999,,1.18136,3.45864
DPM051_detaches,0.06,0.239898,0.0,1.768519,0.076974,0.250106,0.424185,,-0.006495,0.126495
DPM051_options,0.02,0.141421,0.0,1.0,0.317311,0.141421,0.170075,,-0.019199,0.059199
DPM051_edges,9.06,11.915365,0.0,5.376577,0.0,0.760363,0.999683,,5.75729,12.36271
DPM051_notes,1.68,1.114652,1.8e-05,10.657492,0.0,1.507197,1.0,,1.37104,1.98896
DPM051_partitions,0.88,1.206107,0.0,5.159194,0.0,0.72962,0.999311,,0.54569,1.21431
DPM051_numberline,43.64,11.738233,0.337798,26.288573,0.0,3.717766,1.0,,40.386387,46.893613
DPM051_negative_score,-8.526111,10.274384,0.0,-5.867866,0.0,-0.829842,0.999953,,-11.373973,-5.67825
DPM051_raw_score,51.2818,30.488653,0.136692,11.893509,0.0,1.681996,1.0,,42.830932,59.732668
DPM051_percentage_score,58.584,24.30513,1.9e-05,17.043786,0.0,2.410355,1.0,,51.847086,65.320914
DPM051_functional_complexity,19.76,14.599846,3.6e-05,9.570258,0.0,1.353439,1.0,,15.713203,23.806797
DPM051_organization_score,4.64,8.215863,0.0,3.993464,6.5e-05,0.564761,0.978999,,2.362721,6.917279
DPM051_structural_integrity,5.7166,4.94139,0.0,8.180384,0.0,1.156881,1.0,,4.346942,7.086258
DPM051_decisions_activities_ratio,0.2395,0.431944,0.0,3.920699,8.8e-05,0.554471,0.975045,,0.119774,0.359226
DPM051_lines_vs_average,0.93574,0.251662,0.338316,26.291913,0.0,3.718238,1.0,,0.865984,1.005496
DPM091_activities,10.62,9.612683,6.6e-05,7.812048,0.0,1.10479,1.0,,7.955549,13.284451
DPM091_decisions,1.44,1.180799,0.000149,8.623262,0.0,1.219513,1.0,,1.112705,1.767295
DPM091_forks,1.12,0.593846,0.0,13.336111,0.0,1.886011,1.0,,0.955397,1.284603
DPM091_swimlanes,3.52,4.887468,0.0,5.092649,0.0,0.720209,0.999134,,2.165288,4.874712
DPM091_detaches,0.14,0.452205,0.0,2.189159,0.028585,0.309594,0.590658,,0.014657,0.265343
DPM091_options,0.22,0.615779,0.0,2.526288,0.011527,0.357271,0.714417,,0.049318,0.390682
DPM091_edges,8.56,11.286908,0.0,5.362704,0.0,0.758401,0.999666,,5.431486,11.688514
DPM091_notes,1.76,1.464686,0.0,8.496754,0.0,1.201622,1.0,,1.354017,2.165983
DPM091_partitions,0.62,1.027976,0.0,4.264751,2e-05,0.603127,0.989411,,0.335065,0.904935
DPM091_numberline,45.04,13.998484,0.172483,22.751099,0.0,3.217491,1.0,,41.15989,48.92011
DPM091_negative_score,-7.988979,9.815706,0.0,-5.755125,0.0,-0.813898,0.999926,,-10.709704,-5.268254
DPM091_raw_score,54.903,37.731257,0.020415,10.289157,0.0,1.455107,1.0,,44.444621,65.361379
DPM091_percentage_score,58.478,26.089409,1e-05,15.849416,0.0,2.241446,1.0,,51.246518,65.709482
DPM091_functional_complexity,20.49,16.620153,0.00086,8.7175,0.0,1.232841,1.0,,15.883213,25.096787
DPM091_organization_score,7.04,9.774937,0.0,5.092649,0.0,0.720209,0.999134,,4.330576,9.749424
DPM091_structural_integrity,5.8696,4.876328,0.0,8.511391,0.0,1.203692,1.0,,4.517976,7.221224
DPM091_decisions_activities_ratio,0.24046,0.530088,0.0,3.207597,0.001338,0.453623,0.893917,,0.09353,0.38739
DPM091_lines_vs_average,0.96576,0.300086,0.173612,22.756672,0.0,3.218279,1.0,,0.882582,1.048938
DPM002_activities,9.82,8.851819,5.3e-05,7.844477,0.0,1.109377,1.0,,7.366446,12.273554
DPM002_decisions,1.62,1.2599,7.5e-05,9.092098,0.0,1.285817,1.0,,1.27078,1.96922
DPM002_forks,1.04,0.532993,0.0,13.797384,0.0,1.951245,1.0,,0.892265,1.187735
DPM002_swimlanes,2.52,3.94472,0.0,4.5172,6e-06,0.638829,0.994725,,1.426599,3.613401
DPM002_detaches,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0
DPM002_options,0.1,0.303046,0.0,2.333333,0.019631,0.329983,0.645572,,0.016002,0.183998
DPM002_edges,9.06,10.929104,0.0,5.861768,0.0,0.828979,0.999952,,6.030663,12.089337
DPM002_notes,1.46,1.034309,7.9e-05,9.981306,0.0,1.41157,1.0,,1.173309,1.746691
DPM002_partitions,0.78,1.148024,0.0,4.804283,2e-06,0.679428,0.997775,,0.46179,1.09821
DPM002_numberline,43.28,12.501494,0.033125,24.47994,0.0,3.461986,1.0,,39.814826,46.745174
DPM002_negative_score,-9.061692,10.121244,0.0,-6.330827,0.0,-0.895314,0.999994,,-11.867106,-6.256278
DPM002_raw_score,50.5126,33.142204,0.009505,10.777135,0.0,1.524117,1.0,,41.326219,59.698981
DPM002_percentage_score,57.262,24.473125,1.5e-05,16.544822,0.0,2.339791,1.0,,50.478521,64.045479
DPM002_functional_complexity,19.53,15.428376,0.001164,8.950907,0.0,1.265849,1.0,,15.253551,23.806449
DPM002_organization_score,5.04,7.88944,0.0,4.5172,6e-06,0.638829,0.994725,,2.853199,7.226801
DPM002_structural_integrity,5.4158,4.899818,0.0,7.815697,0.0,1.105306,1.0,,4.057665,6.773935
DPM002_decisions_activities_ratio,0.3181,0.742123,0.0,3.030907,0.002438,0.428635,0.857903,,0.112398,0.523802
DPM002_lines_vs_average,0.92796,0.268087,0.032961,24.47593,0.0,3.461419,1.0,,0.853652,1.002268
DPM052_activities,9.6,9.343775,1e-05,7.264971,0.0,1.027422,1.0,,7.010085,12.189915
DPM052_decisions,1.44,1.280306,5.3e-05,7.953049,0.0,1.124731,1.0,,1.085124,1.794876
DPM052_forks,0.92,0.528378,0.0,12.311978,0.0,1.741177,1.0,,0.773544,1.066456
DPM052_swimlanes,2.44,4.180421,0.0,4.127193,3.7e-05,0.583673,0.984891,,1.281268,3.598732
DPM052_detaches,0.1,0.303046,0.0,2.333333,0.019631,0.329983,0.645572,,0.016002,0.183998
DPM052_options,0.1,0.303046,0.0,2.333333,0.019631,0.329983,0.645572,,0.016002,0.183998
DPM052_edges,10.38,12.540367,0.0,5.852913,0.0,0.827727,0.99995,,6.904051,13.855949
